,Genome_Bin,AROs
2415,GMBC10.029_060,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2416,GMBC10.029_158,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2417,GMBC10.030_036,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2418,GMBC10.030_232,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2419,GMBC10.030_390,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2420,GMBC10.030_645,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2421,GMBC10.030_778,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2422,GMBC10.031_350,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2423,GMBC10.031_617,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2424,GMBC10.031_806,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2425,GMBC10.031_815,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2426,GMBC10.031_821,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2427,GMBC10.032_054,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2428,GMBC10.032_891,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2429,GMBC10.032_952,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2430,GMBC10.033_200,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2431,GMBC10.033_242,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2432,GMBC10.033_563,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2433,GMBC10.033_566,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2434,GMBC10.033_848,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2435,GMBC10.034_081,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2436,GMBC10.034_258,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2437,GMBC10.034_406,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2438,GMBC10.034_756,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2439,GMBC10.035_201,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2440,GMBC10.035_214,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2441,GMBC10.035_394,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2442,GMBC10.036_402,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2443,GMBC10.036_510,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2444,GMBC10.036_594,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2445,GMBC10.036_663,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2446,GMBC10.037_033,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2447,GMBC10.037_036,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2448,GMBC10.037_571,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2449,GMBC10.037_845,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2450,GMBC10.038_574,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2451,GMBC10.038_633,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2452,GMBC10.038_748,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2453,GMBC10.038_852,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2454,GMBC10.038_933,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2455,GMBC10.039_485,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2456,GMBC10.039_661,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2457,GMBC10.039_768,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2458,GMBC10.040_089,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2459,GMBC10.040_637,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2460,GMBC10.041_501,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2461,GMBC10.041_586,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2462,GMBC10.041_682,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2463,GMBC10.041_827,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2464,GMBC10.041_934,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2465,GMBC10.042_005,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2466,GMBC10.042_406,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2467,GMBC10.042_522,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2468,GMBC10.042_664,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2469,GMBC10.043_007,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2470,GMBC10.043_270,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2471,GMBC10.043_448,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2472,GMBC10.044_113,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2473,GMBC10.044_278,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2474,GMBC10.044_288,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2475,GMBC10.044_298,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2476,GMBC10.044_389,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2477,GMBC10.044_404,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2478,GMBC10.045_029,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2479,GMBC10.045_361,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2480,GMBC10.045_403,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2481,GMBC10.045_485,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2482,GMBC10.045_552,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2483,GMBC10.046_217,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2484,GMBC10.046_252,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2485,GMBC10.046_536,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2486,GMBC10.046_549,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2487,GMBC10.046_550,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2488,GMBC10.046_551,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2489,GMBC10.046_558,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2490,GMBC10.046_563,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2491,GMBC10.046_586,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2492,GMBC10.046_698,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2493,GMBC10.046_809,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2494,GMBC10.047_195,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2495,GMBC10.047_210,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2496,GMBC10.047_351,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2497,GMBC10.047_407,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2498,GMBC10.047_644,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2499,GMBC10.047_988,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2500,GMBC10.048_419,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2501,GMBC10.048_506,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2502,GMBC10.048_523,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2503,GMBC10.048_699,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2504,GMBC10.049_169,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2505,GMBC10.049_202,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2506,GMBC10.049_276,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2507,GMBC10.049_311,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2508,GMBC10.049_344,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2509,GMBC10.049_584,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2510,GMBC10.049_834,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2511,GMBC10.049_845,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2512,GMBC10.049_924,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2513,GMBC10.050_278,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2514,GMBC10.050_303,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2515,GMBC10.050_404,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2516,GMBC10.050_464,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2517,GMBC10.050_465,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2518,GMBC10.050_483,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2519,GMBC10.051_207,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2520,GMBC10.051_237,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2521,GMBC10.051_352,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2522,GMBC10.051_635,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2523,GMBC10.052_134,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2524,GMBC10.052_251,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2525,GMBC10.052_449,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2526,GMBC10.052_470,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2527,GMBC10.052_482,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2528,GMBC10.052_486,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2529,GMBC10.052_487,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2530,GMBC10.053_109,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2531,GMBC10.053_620,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2532,GMBC10.053_778,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2533,GMBC10.054_332,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2534,GMBC10.054_346,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2535,GMBC10.054_356,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2536,GMBC10.054_364,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2537,GMBC10.054_366,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2538,GMBC10.054_372,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2539,GMBC10.054_375,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2540,GMBC10.054_376,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2541,GMBC10.054_380,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2542,GMBC10.054_386,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2543,GMBC10.054_424,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2544,GMBC10.054_899,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2545,GMBC10.055_408,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2546,GMBC10.055_426,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2547,GMBC10.055_640,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2548,GMBC10.055_964,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2549,GMBC10.056_274,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2550,GMBC10.056_281,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2551,GMBC10.056_282,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2552,GMBC10.056_345,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2553,GMBC10.056_516,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2554,GMBC10.056_576,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2555,GMBC10.056_641,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2556,GMBC10.056_649,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2557,GMBC10.056_801,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2558,GMBC10.057_186,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2559,GMBC10.057_425,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2560,GMBC10.057_554,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2561,GMBC10.057_866,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2562,GMBC10.057_996,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2563,GMBC10.058_049,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2564,GMBC10.058_070,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2565,GMBC10.058_082,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2566,GMBC10.058_097,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2567,GMBC10.058_098,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2568,GMBC10.058_102,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2569,GMBC10.058_103,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2570,GMBC10.058_107,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2571,GMBC10.058_285,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2572,GMBC10.058_640,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2573,GMBC10.058_794,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2574,GMBC10.058_823,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2575,GMBC10.058_952,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2576,GMBC10.059_132,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2577,GMBC10.059_155,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2578,GMBC10.059_351,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2579,GMBC10.059_366,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2580,GMBC10.059_435,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2581,GMBC10.059_552,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2582,GMBC10.059_978,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2583,GMBC10.059_979,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2584,GMBC10.059_989,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2585,GMBC10.060_008,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2586,GMBC10.060_022,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2587,GMBC10.060_026,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2588,GMBC10.060_027,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2589,GMBC10.060_028,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2590,GMBC10.060_032,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2591,GMBC10.060_038,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2592,GMBC10.060_039,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2593,GMBC10.060_117,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2594,GMBC10.060_178,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2595,GMBC10.060_198,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2596,GMBC10.060_255,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2597,GMBC10.060_286,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2598,GMBC10.060_442,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2599,GMBC10.060_550,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2600,GMBC10.060_770,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2601,GMBC10.060_781,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2602,GMBC10.060_791,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2603,GMBC10.060_826,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2604,GMBC10.061_241,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2605,GMBC10.061_449,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2606,GMBC10.061_459,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2607,GMBC10.061_724,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2608,GMBC10.061_731,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2609,GMBC10.061_747,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2610,GMBC10.061_748,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
2611,GMBC10.061_754,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3002985,ARO:3003580,ARO:3004112,ARO:3004269"
